PWSID,Water System Name,Groundwater,Surface Water,Purchased,Total,Count of Source Types,Presence of Interties,Number of Interties,Risk Score,Percent Rank (rank of a score as a percentage),Percent In Basin,
CA1502074,EL TEJON MIDDLE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1600009,HANFORD CHRISTIAN SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1600013,LAKESIDE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1600015,KINGS RIVER HARDWICK SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000607,SPRING VALLEY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000616,WASUMA SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000760,DIXIELAND ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000844,RIVERGOLD ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2210908,MUSD -COULTERVILLE - GREELEY HILL SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300770,ANDERSON VALLEY ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300826,MANCHESTER UNION ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300846,MENDOCINO SCHOOL DISTRICT-ALBION SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300870,MENDOCINO SATELLITE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3107342,LINCOLN HIGH SCHOOL FARM,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400250,PLEASANT GROVE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400251,SIERRA ENTERPRISE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400254,DILLARD ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400268,WALNUT GROVE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400391,BRADSHAW CHRISTIAN SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3701005,SPENCER VALLEY SCHOOL DISTRICT,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900756,LINDEN USD-GLENWOOD SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900848,LODI USD-TURNER ACADEMY AT TOKAY COLONY,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900849,LODI USD-LIVE OAK SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900850,LODI USD-HOUSTON SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901014,BANTA ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901085,LODI USD-DAVIS SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901090,NORTH VALLEY SCHOOL PWS,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901107,JEFFERSON ESD-JEFFERSON SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901163,MUSD-NEW HAVEN SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901209,ST MARYS HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4000675,BRANCH ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4200879,CUYAMA ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4300605,GILROY USD-RUCKER SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500160,PACHECO ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500161,PRAIRIE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500162,INDIAN SPRINGS SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500170,MONTGOMERY CREEK SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500180,MILLVILLE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500183,BLACK BUTTE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500214,WEST VALLEY HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500322,BLACK BUTTE JUNIOR HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200506,PLUM VALLEY ELEM SCHOOL (NEW SCHOOL),1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200519,GERBER UNION ELEMENTARY SCHOOL DISTRICT,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200520,KIRKWOOD ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200540,REEDS CREEK SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200544,VINA ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200565,RICHFIELD ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5400846,ELBOW SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5400884,ROCKFORD SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5400886,COLUMBINE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5400972,OUTSIDE CREEK SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5602403,LAGUNA VISTA SCHOOL/OCEANVIEW SCHOOL DIS,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5800840,MJUSD CORDUA SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5800843,MJUSD FOOTHILL INTERMEDIATE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5800844,MJUSD BROWNS VALLEY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5800845,MJUSD DOBBINS SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5800847,MJUSD LOMA RICA SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2700727,SAN ANTONIO SCHOOL DISTRICT WS,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3400259,GRANT HIGH SCHOOL [SWS],1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4300593,MORGAN HILL USD-MACHADO SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5205007,RANCHO TEHAMA ELEM SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200526,HIDDEN HARBOR MARINA & RVP,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1900750,DEL SUR SCHOOL/WESTSIDE UNION DISTRICT,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1900751,EASTSIDE UNION SCHOOL DISTRICT,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2900535,PLEASANT RIDGE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3600790,NEWBERRY ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3601057,MOUNTAIN VIEW CONTINUATION SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3900846,OAK VIEW UNION ELEMENTARY SCH,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3901331,RIPON USD-COLONY OAK SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2702322,CAPTAIN COOPER SCHOOL WS,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3100072,LIVE OAK WALDORF SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3100105,CLIPPER GAP HEAD START,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5100143,PLEASANT GROVE ELEM. SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1100440,LAKE ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000597,DAIRYLAND SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2000601,LA VINA SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300829,ROUND VALLEY HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300830,ROUND VALLEY ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300874,MONTESSORI DEL MAR LEARNING CENTER,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2702254,PACIFIC VALLEY SCHOOL WS,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2800847,NVUSD: CARNEROS SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2800848,NVUSD: MT. GEORGE SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500190,OAK RUN ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200507,BERRENDOS SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5200518,FLOURNOY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5400620,GRAND VIEW SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5403146,LIBERTY ELEMENTARY SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3601095,LUCERNE VALLEY HIGH SCHOOL,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,4,0,0,4,1,N,None,42.98,20.90%,100.00%,
CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,0,1,0,1,1,N,None,55.35,52.10%,0.00%,
CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,1,0,0,1,1,N,None,46.48,27.70%,100.00%,
CA5500124,MONO VISTA RANCH MHP,1,0,0,1,1,N,None,64.63,76.90%,0.00%,
CA3301535,RANCHO CARRILLO MWC,7,0,0,7,1,N,None,51.11,40.10%,0.00%,
CA3610021,FALLSVALE SERVICE COMPANY,2,0,0,2,1,N,None,62.20,71.30%,0.00%,
CA1910099,PARADISE RANCH MHP,4,0,0,4,1,N,None,61.42,69.40%,0.00%,
CA3701988,ALPINE OAKS ESTATES LLC,1,0,0,1,1,N,None,60.35,66.90%,0.00%,
CA1009179,BRITZ/FIVE POINT SYSTEM,0,1,0,1,1,N,None,63.17,73.60%,0.00%,
CA3500581,RANCHO SAN JOAQUIN MWC,1,0,0,1,1,N,None,48.93,33.50%,0.00%,
CA4400652,"CATHEDRAL HILLS MWC, INC",2,0,0,2,1,N,None,49.51,35.30%,100.00%,
CA3301045,BLYTHE MOBILE HOME ESTATES,1,0,0,1,1,N,None,72.05,90.80%,0.00%,
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,1,0,0,1,1,N,None,84.31,98.70%,0.00%,
CA1900868,RIVERS END TRAILER PARK,1,0,0,1,1,N,None,79.83,97.30%,0.00%,
CA1500327,RANCHO SECO INC. WATER SYSTEM,1,0,0,1,1,N,None,74.19,94.30%,0.00%,
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,1,0,0,1,1,N,None,98.64,99.90%,0.00%,
CA2700638,MAHER RD WS #05,1,0,0,1,1,N,None,56.54,55.80%,100.00%,
CA0300078,IONE BAND OF MIWOK INDIANS,1,0,0,1,1,N,None,73.60,93.60%,0.00%,
CA3500006,CSA NO. 31 STONEGATE WS,1,1,0,2,2,N,None,30.02,5.60%,0.00%,
CA3600397,MOSS MOBILE MANOR,1,0,0,1,1,N,None,67.45,82.40%,0.00%,
CA1200687,RIVERBEND MOBILE HOME PARK,1,0,0,1,1,N,None,66.50,80.30%,0.00%,
CA0310002,"AWA, IONE",0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1710008,NICE MUTUAL WATER COMPANY,0,1,0,1,1,N,None,50.50,38.40%,0.00%,
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,0,1,0,1,1,N,None,55.39,52.50%,0.00%,
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,0,0,1,1,1,Y,1,38.15,11.40%,0.00%,
CA5210003,LOS MOLINOS COMM. SERVICES DIST.,4,0,0,4,1,N,None,39.67,14.50%,0.00%,
CA3301283,GLEN EDEN SUN CLUB,2,0,0,2,1,N,None,49.64,35.70%,0.00%,
CA0400042,FOREST VILLAGE LLC,1,0,0,1,1,N,None,70.62,88.90%,0.00%,
CA2300591,PINE MOUNTAIN MUTUAL WATER CO.,3,1,0,4,2,N,None,52.66,44.50%,0.00%,
CA4800589,CRESTA MESA PARQUE,1,0,0,1,1,N,None,56.68,56.20%,0.00%,
CA1000229,GREEN ACRES MOBILE HOME ESTATE,1,0,0,1,1,N,None,64.40,76.60%,100.00%,
CA1500380,DE RANCHO Y MOBILE VILLA WATER,1,0,0,1,1,N,None,65.15,77.70%,100.00%,
CA5200008,BREESE SUBDIVISION 2,1,0,0,1,1,N,None,66.12,79.70%,100.00%,
CA5200510,RIVER RANCH MOBILE HOME PARK,1,0,0,1,1,N,None,65.76,78.80%,100.00%,
CA2701498,HARBOR VIEW WA,1,0,0,1,1,N,None,64.95,77.40%,100.00%,
CA2701364,PEDRAZZI MWC,1,0,0,1,1,N,None,69.96,87.60%,100.00%,
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,1,0,0,1,1,N,None,69.35,86.60%,100.00%,
CA3900964,SAHARA MOBILE COURT,1,0,0,1,1,N,None,69.67,86.90%,100.00%,
CA5000263,OASIS INVESTMENTS,1,0,0,1,1,N,None,64.67,77.00%,100.00%,
CA5601106,FILLMORE WEST MOBILE HOME PARK,1,0,0,1,1,N,None,63.72,75.00%,100.00%,
CA1000298,WOODWARD BLUFFS MHP,1,0,0,1,1,N,None,66.88,81.00%,100.00%,
CA3900720,SHADED TERRACE PWS,1,0,0,1,1,N,None,67.15,81.80%,100.00%,
CA0706005,FARRAR PARK PROPERTY OWNERS,1,0,0,1,1,N,None,67.80,83.40%,0.00%,
CA5410003,"EXETER, CITY OF",6,0,0,6,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA1502545,SCHWEIKART WATER SYSTEM,1,0,0,1,1,N,None,60.08,66.10%,100.00%,
CA4400585,RIDGEVIEW ESTATES MWC,1,0,0,1,1,N,None,56.69,56.30%,0.00%,
CA1500371,UNION PACIFIC RAILROAD CO.-KEENE WATER,0,0,0,0,0,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,2,0,0,2,1,N,None,49.39,35.00%,0.00%,
CA2000530,CRASS MUTUAL WATER COMPANY,1,0,0,1,1,N,None,69.89,87.50%,0.00%,
CA0410012,SFWP-BANGOR,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA0910018,EL DORADO ID - OUTINGDALE,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3110024,PLACER CWA - ALTA,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3110124,PLACER CWA - MONTE VISTA,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5810005,NEVADA ID - SMARTSVILLE,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA0510004,CCWD - SHEEP RANCH,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,0,1,0,1,1,N,None,53.22,46.50%,0.00%,
CA1200544,REDCREST WATER WORKS,0,1,0,1,1,N,None,59.90,65.60%,0.00%,
CA1300620,RIO BEND RV GOLF RESORT & STORM CROSSING,0,1,0,1,1,N,None,43.98,22.70%,0.00%,
CA4300520,RAINERI MUTUAL WATER COMPANY,0,1,0,1,1,N,None,56.37,55.00%,0.00%,
CA1300018,GATEWAY,0,1,0,1,1,N,None,43.21,21.30%,0.00%,
CA1300572,VALLEY MOBILE HOME PARK,0,1,0,1,1,N,None,49.10,34.10%,0.00%,
CA4500022,DEL ORO WATER CO. - HAT CREEK DISTRICT,0,1,0,1,1,N,None,63.42,74.40%,0.00%,
CA5610024,CASITAS MUNICIPAL WATER DIST,1,1,0,2,2,N,None,49.83,36.40%,11.11%,
CA1310003,GSWC-CALIPATRIA,0,0,1,1,1,Y,1,28.49,4.70%,0.00%,
CA3500830,FALLON ROAD LABOR HOUSING,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2410006,DELHI CWD,4,0,0,4,1,N,None,38.29,11.70%,100.00%,
CA5410014,TIPTON COMMUNITY SERVICES DIST,3,0,0,3,1,N,None,53.46,47.10%,100.00%,
CA5610056,VINEYARD AVE ESTATES MWC,2,0,1,3,2,Y,1,16.46,1.00%,100.00%,
CA3600215,GILBERT STREET COMPLEX,1,0,0,1,1,N,None,62.03,70.70%,0.00%,
CA3910800,DEUEL VOCATIONAL INSTITUTION,4,0,0,4,1,N,None,48.51,32.50%,0.00%,
CA3500911,CREEKBRIDGE MUTUAL WATER COMPANY,1,0,0,1,1,N,None,48.15,31.50%,0.00%,
CA4400617,SUMMIT WEST MUTUAL WATER CO.,0,0,1,1,1,Y,1,43.47,21.70%,0.00%,
CA2600546,CROWLEY LAKE MUTUAL WATER COMPANY,1,0,0,1,1,N,None,65.93,79.20%,0.00%,
CA1910053,HEMLOCK MUTUAL WATER CO.,2,0,0,2,1,N,None,38.63,12.30%,0.00%,
CA1500556,HART FLAT BEAR MUTUAL WATER,2,0,0,2,1,N,None,52.57,44.10%,0.00%,
CA2000727,MD 36 EASTIN ARCOLA,2,0,0,2,1,N,None,67.03,81.50%,100.00%,
CA0105009,MOUNTAIN HOUSE SCHOOL,0,0,0,0,0,N,None,55.78,53.60%,0.00%,
CA4200505,CACHUMA VILLAGE,1,0,0,1,1,N,None,66.69,80.70%,0.00%,
CA3700073,H & J WATER COMPANY,1,0,0,1,1,N,None,64.09,75.80%,0.00%,
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500016,LAKEHEAD SUBD MUTUAL WATER CO,1,0,0,1,1,N,None,61.60,69.90%,0.00%,
CA4700523,GRENADA SANITARY DISTRICT,1,0,0,1,1,N,None,50.38,37.90%,0.00%,
CA3110023,NORTH TAHOE PUD - CARNELIAN WOODS,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500006,"SHASTA CSA - SUGARLOAF, #2",2,1,0,3,2,N,None,49.29,34.50%,0.00%,
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,2,0,0,2,1,N,None,54.73,50.50%,49.94%,
CA2701898,CLEAR RIDGE WA,1,0,0,1,1,N,None,65.14,77.70%,0.00%,
CA0409181,BLUE OAK TERRACE MUTUAL,1,0,0,1,1,N,None,64.07,75.70%,0.00%,
CA3700922,LIVE OAK SPRINGS WATER COMPANY,1,0,0,1,1,N,None,64.00,75.50%,0.00%,
CA4810800,CALIFORNIA STATE PRISON - SOLANO,0,1,1,2,2,Y,1,41.74,18.40%,0.00%,
CA1300579,MCCABE UNION SCHOOL,0,2,0,2,1,N,None,38.65,12.30%,0.00%,
CA3301107,CARVER TRACT MUTUAL WATER COMP,1,0,0,1,1,N,None,51.22,40.40%,0.00%,
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,1,0,0,1,1,N,None,69.83,87.30%,0.00%,
CA2000692,MD 95 RANCHOS WEST,2,0,0,2,1,N,None,43.54,21.80%,100.00%,
CA5710011,WILD WINGS GOLF COMMUNITY,2,0,0,2,1,N,None,39.83,14.70%,100.00%,
CA3301115,CHIRIACO SUMMIT WATER DIST.,0,0,1,1,1,Y,1,36.74,9.50%,0.00%,
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,2,0,0,2,1,N,None,45.75,26.00%,0.00%,
CA0400065,SPRING VALLEY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1200729,ORLEANS C.S.D.,0,1,0,1,1,N,None,53.30,46.70%,0.00%,
CA4700638,OAK VALLEY ACRES P.O.A.,1,0,0,1,1,N,None,58.66,61.90%,0.00%,
CA5410021,EARLIMART PUD,5,0,0,5,1,N,None,56.97,57.30%,100.00%,
CA1010005,FIREBAUGH CITY,6,0,0,6,1,N,None,44.03,22.80%,100.00%,
CA1100445,ORLAND MOBILE H.P.,1,0,0,1,1,N,None,57.05,57.70%,100.00%,
CA1500564,HOMETOWN WATER ASSOCIATION,1,0,0,1,1,N,None,59.72,65.00%,100.00%,
CA1500591,SWEET WATER CO-OP,1,0,0,1,1,N,None,51.92,42.10%,100.00%,
CA3900921,CARDOZA VILLA CORP,1,0,0,1,1,N,None,55.39,52.40%,100.00%,
CA5200547,GATEWAY MOBILE HOME PARK,1,0,0,1,1,N,None,53.42,46.90%,100.00%,
CA1800512,CLEAR CREEK CSD-WESTWOOD,1,0,0,1,1,N,None,78.47,96.90%,0.00%,
CA1900055,BLUE SKIES TRAILOR PARK,1,0,0,1,1,N,None,72.42,91.60%,0.00%,
CA3301209,DESERT VIEW TRAILER PARK,1,0,0,1,1,N,None,72.95,92.70%,0.00%,
CA4200579,ROSARIO PARK,1,0,0,1,1,N,None,80.31,97.50%,0.00%,
CA4700531,TENNANT C.S.D.,1,0,0,1,1,N,None,77.53,96.50%,0.00%,
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,1,0,0,1,1,N,None,86.52,99.20%,0.00%,
CA2700709,RANCHO BORROMEO MWS,1,0,0,1,1,N,None,60.25,66.50%,100.00%,
CA2702110,DELANY WC,1,0,0,1,1,N,None,53.77,48.00%,100.00%,
CA4400557,ST FRANCIS TRACT WATER SYSTEM,1,0,0,1,1,N,None,63.32,74.00%,100.00%,
CA3205001,WALKER RANCH CSD,1,0,0,1,1,N,None,72.18,91.00%,0.00%,
CA3100538,ROSECREST MUTUAL,1,0,0,1,1,N,None,61.28,68.80%,100.00%,
CA3900813,HAVEN ACRES RIVER CLUB INC,1,0,0,1,1,N,None,55.56,53.00%,100.00%,
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,1,0,0,1,1,N,None,50.43,38.20%,100.00%,
CA3900837,LODI HOMES,1,0,0,1,1,N,None,63.64,74.80%,100.00%,
CA3901276,HANOT FOUNDATION INC,1,0,0,1,1,N,None,55.99,54.10%,100.00%,
CA5000082,4N MOBILEHOME PARK,1,0,0,1,1,N,None,53.03,45.90%,100.00%,
CA1502629,HEATH BRIMHALL P.O.A.,1,0,0,1,1,N,None,61.38,69.20%,100.00%,
CA5200508,RIO VISTA MOBILE HOME PARK,1,0,0,1,1,N,None,55.18,51.60%,100.00%,
CA3301717,VALLEY VIEW TRAILER PARK,1,0,0,1,1,N,None,72.92,92.50%,0.00%,
CA5700707,ROLLING ACRES MUTUAL WATER COMPANY,1,0,0,1,1,N,None,51.14,40.30%,100.00%,
CA3301990,AMEZCUA - GARCIA WATER,1,0,0,1,1,N,None,71.40,89.90%,0.00%,
CA4500063,CEDAR CREEK MOBILEHOME PARK,1,0,0,1,1,N,None,76.51,95.90%,0.00%,
CA2700589,GLENN AVE WS #01,1,0,0,1,1,N,None,54.54,50.10%,100.00%,
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,1,0,0,1,1,N,None,61.36,69.10%,100.00%,
CA4400559,SUMMIT MUTUAL WATER COMPANY,0,1,0,1,1,N,None,69.18,86.30%,0.00%,
CA3500578,LOS MADRONES MWC,2,0,0,2,1,N,None,77.09,96.20%,0.00%,
CA5510003,TUD - TUOLUMNE WATER SYSTEM,0,1,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3410005,RANCHO MURIETA COMMUNITY SERVI,0,1,0,1,1,N,None,43.48,21.70%,32.23%,
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,3,0,1,4,2,Y,1,51.38,40.70%,0.00%,
CA3601036,CALICO LAKE HOMEOWNERS,2,0,0,2,1,N,None,43.75,22.10%,0.00%,
CA2610701,USMC - HOUSING COLEVILLE,3,0,0,3,1,N,None,48.96,33.60%,0.00%,
CA1400037,FOOTHILL MOBILE HOME PARK,2,0,0,2,1,N,None,52.84,45.20%,0.00%,
CA5200535,LIVE OAK ACRES MWC INC.,1,0,0,1,1,N,None,55.98,54.10%,0.00%,
CA2300596,BIG RIVER VISTA MUTUAL WATER COMPANY,1,0,0,1,1,N,None,47.22,29.40%,0.00%,
CA3110018,TAHOE PARK WATER COMPANY,1,0,0,1,1,N,None,62.12,71.10%,0.00%,
CA4500314,SHASTA CO CSA # 13 ALPINE MEADOWS,1,0,0,1,1,N,None,60.10,66.20%,0.00%,
CA5200500,REEDS CREEK ESTATES,1,0,0,1,1,N,None,61.52,69.60%,0.00%,
