PWSID,Water System Name,Total Number of Water Sources ,Absence of Interties,Source Capacity Violations Count,Service Connection Moratoriums Count,Division of Financial Assistance - Interim Solution Data Spreadsheet,Division of Drinking Water - Drought Report,"SDWIS -
Hauled Water Data",Risk Score,"Percent Rank
(rank of a score as a percentage)",Percentage of sources within a COD Basin
CA2410700,CASTLE AIRPORT,2,Y,0,0,N,N,N,41.49,17.90%,100.00%
CA2500503,CALIFORNIA PINES C.S.D.,2,Y,0,0,N,N,N,38.66,12.40%,0.00%
CA2500801,NEWELL COUNTY WATER DISTRICT,3,Y,0,0,N,N,N,34.92,7.90%,0.00%
CA2500911,I'SOT WELL #3 & #15,3,Y,0,0,N,N,N,49.44,35.20%,0.00%
CA2510001,CITY OF ALTURAS,4,Y,0,0,N,N,N,40.41,16.00%,0.00%
CA2510002,CEDARVILLE COUNTY WATER DIST.,2,Y,0,0,N,N,N,41.93,18.70%,0.00%
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,3,Y,0,0,N,N,N,65.45,78.50%,0.00%
CA2600532,LUNDY MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,70.26,88.40%,0.00%
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.,2,Y,0,0,N,N,N,45.77,26.10%,0.00%
CA2600546,CROWLEY LAKE MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,65.93,79.30%,0.00%
CA2600547,CROWLEY LAKE TRAILER PARK,2,Y,0,0,N,N,N,53.28,46.80%,0.00%
CA2600620,MOUNTAIN MEADOWS MWC,2,Y,0,0,N,N,N,45.37,25.20%,0.00%
CA2600621,WHITE MOUNTAIN MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,76.34,95.70%,0.00%
CA2600622,SIERRA EAST HOA,2,Y,0,0,N,N,N,60.81,68.00%,0.00%
CA2600699,CHALFANT VALLEY WEST M.W.C.,2,Y,0,0,N,N,N,47.73,30.40%,0.00%
CA2600714,WHEELER CREST CSD,3,Y,0,0,N,N,N,38.87,12.80%,0.00%
CA2600733,COLD WATER CANYON MWC,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2610001,MAMMOTH CWD,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2610002,JUNE LAKE PUD VILLAGE,2,Y,0,0,N,N,N,49.61,35.70%,No Active Groundwater Wells
CA2610003,BRIDGEPORT PUD,2,Y,0,0,Y,N,N,41.37,17.60%,0.00%
CA2610004,JUNE LAKE PUD - DOWN CANYON,2,Y,0,0,N,N,N,47.81,30.50%,No Active Groundwater Wells
CA2610005,LEE VINING PUBLIC UTILITY,1,Y,0,0,N,N,N,46.37,27.50%,0.00%
CA2610700,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,2,Y,0,0,N,N,N,59.34,63.90%,0.00%
CA2610701,USMC - HOUSING COLEVILLE,3,Y,0,0,N,N,N,48.96,33.60%,0.00%
CA2700503,ASSISI MWC,1,Y,0,0,N,N,N,64.65,77.10%,0.00%
CA2700509,OAK MANOR WS,2,Y,0,0,N,N,N,43.13,21.10%,0.00%
CA2700511,NORMCO WC,3,Y,0,0,N,N,N,39.59,14.20%,0.00%
CA2700522,CABANA HOLIDAY WS,1,Y,0,0,N,N,N,72.31,91.40%,0.00%
CA2700523,CALERA CANYON HEIGHTS HOA,3,Y,0,0,N,N,N,63.74,75.10%,0.00%
CA2700534,COLONIAL OAK WC INC,4,Y,0,0,N,N,N,37.29,10.40%,0.00%
CA2700535,JOST POST WA,1,Y,0,0,N,N,N,72.07,90.90%,0.00%
CA2700536,CORRAL DE TIERRA ESTATES WC,2,Y,0,0,N,N,N,57.83,59.70%,0.00%
CA2700541,DEL MONTE FARMS RD WS #03,1,Y,0,0,N,N,N,73.38,93.40%,50.00%
CA2700547,DESMOND RD WS #03,1,Y,0,0,N,N,N,71.17,89.80%,50.00%
CA2700548,DOLAN RD MWC,1,Y,0,0,N,N,N,46.34,27.30%,50.00%
CA2700579,ELKHORN RD WS #04,1,Y,0,0,N,N,N,75.77,95.30%,50.00%
CA2700586,GABILAN WC,2,Y,0,0,N,N,N,42.24,19.30%,0.00%
CA2700589,GLENN AVE WS #01,1,Y,0,0,N,N,N,54.54,50.30%,0.00%
CA2700594,HIDDEN VALLEY WA,2,Y,0,0,N,N,N,64.46,76.80%,33.33%
CA2700606,HIDDEN VIEWS MHP WS,2,Y,0,0,N,N,N,55.66,53.50%,0.00%
CA2700612,LAGUNA SECA WC,2,Y,0,0,N,N,N,67.56,82.70%,0.00%
CA2700622,OUTLOOK WA,3,Y,0,0,N,N,N,61.16,68.70%,0.00%
CA2700624,LEAFWOOD COMMUNITY WA,1,Y,0,0,N,N,N,67.27,82.10%,50.00%
CA2700629,MANZANITA HILLS WA,2,Y,0,0,N,N,N,41.78,18.60%,33.33%
CA2700634,CHETMOORE ACRES WA,1,Y,0,0,N,N,N,61.55,69.90%,0.00%
CA2700638,MAHER RD WS #05,1,Y,0,0,N,N,N,56.54,56.00%,0.00%
CA2700656,MORO COJO MWA,3,Y,0,0,N,N,N,44.62,24.00%,0.00%
CA2700662,MURPHY HILL WS #01,1,N,0,0,N,N,N,43.33,21.40%,50.00%
CA2700663,MURPHY HILL WS #02,1,Y,0,0,N,N,N,47.32,29.80%,50.00%
CA2700665,OAK HEIGHTS W & R CO INC,3,Y,0,0,N,N,N,40.51,16.10%,0.00%
CA2700669,ORCHARD LN WS #02,1,Y,0,0,N,N,N,51.69,41.60%,0.00%
CA2700674,PARADISE LAKE MUTUAL WATER CO.,3,Y,0,0,N,N,N,61.63,70.10%,75.00%
CA2700678,PARADISE RD WS #05,1,Y,0,0,N,N,N,57.54,59.00%,0.00%
CA2700682,PARADISE RD WS #09,1,Y,0,0,N,N,N,71.81,90.60%,0.00%
CA2700686,GARLEN COURT WS,1,Y,0,0,N,N,N,61.99,70.70%,0.00%
CA2700687,PESANTE RD WS #02,1,Y,0,0,N,N,N,67.56,82.70%,0.00%
CA2700691,PESANTE RD WS #06,1,Y,0,0,N,N,N,62.07,71.10%,0.00%
CA2700702,PRUNEDALE MWC,3,Y,0,0,N,N,N,58.78,62.60%,0.00%
CA2700709,RANCHO BORROMEO MWS,1,Y,0,0,N,N,N,60.25,66.60%,0.00%
CA2700713,ROLLING HILLS RANCHO WA,4,Y,0,0,N,Y,N,35.97,8.70%,0.00%
CA2700728,SAN ARDO WD,2,Y,0,0,N,N,N,39.15,13.40%,0.00%
CA2700731,Z RANCH MWC,5,Y,0,0,N,N,N,52.73,44.90%,0.00%
CA2700733,SAN JUAN RD WS #01,1,Y,0,0,N,N,N,67.86,83.70%,0.00%
CA2700738,SAN MIGUEL WS #01,3,Y,0,0,N,N,N,52.64,44.50%,0.00%
CA2700740,SAN MIGUEL WS #03,1,N,0,0,N,N,N,49.17,34.20%,0.00%
CA2700766,STRAWBERRY RD WS #06,1,Y,0,0,N,N,N,64.39,76.60%,0.00%
CA2700771,SPRINGFIELD WATER COMPANY,1,Y,0,0,Y,N,N,74.91,94.80%,50.00%
CA2700772,STRUVE RD WS #02,1,Y,0,0,Y,N,N,55.84,53.80%,50.00%
CA2700773,SUNNY MESA WATER SYSTEM,2,Y,0,0,N,N,N,31.49,6.30%,100.00%
CA2700775,TIERRA VERDE MWC,2,Y,0,0,N,N,N,60.09,66.30%,0.00%
CA2700787,VEGA RD WS #01,2,Y,0,0,N,N,N,39.83,14.70%,66.67%
CA2700792,SUMMERHILL MHP WS,1,Y,0,0,N,N,N,67.56,82.70%,0.00%
CA2700799,VISTA DEL TORO WS,2,Y,0,0,N,N,N,55.90,54.00%,0.00%
CA2700837,BLACKIE RD WS #05,1,Y,0,0,N,N,N,51.05,40.00%,0.00%
CA2700838,SPRING CANYON WA,2,Y,0,0,N,N,N,43.59,21.90%,0.00%
CA2700842,BAUMANN RD WS #01,1,Y,0,0,N,N,N,58.81,62.80%,50.00%
CA2700970,ROYAL SIERRA ESTATES WS,2,Y,0,0,N,N,N,54.92,51.00%,0.00%
CA2700992,MILLER'S LODGE WS,1,Y,0,0,N,N,N,80.73,97.60%,50.00%
CA2701034,APPLE AVE WS #02,1,Y,0,0,N,N,N,71.37,89.90%,0.00%
CA2701036,APPLE AVE WS #03,1,Y,0,0,N,N,N,70.97,89.60%,0.00%
CA2701040,MCCOY RD  WS #05,1,Y,0,0,N,N,N,63.55,74.70%,0.00%
CA2701046,CAMPHORA APARTMENTS,1,Y,0,0,N,N,N,55.69,53.50%,0.00%
CA2701063,RIVER RD WS #25,1,Y,0,0,N,N,N,69.43,86.80%,50.00%
CA2701068,IVERSON & JACKS APTS WS,2,Y,0,0,N,N,N,52.77,45.10%,0.00%
CA2701202,CAL AM WATER COMPANY - CHUALAR,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2701241,ENCINAL RD WS #01,1,Y,0,0,N,N,N,60.61,67.60%,0.00%
CA2701254,CARMEL RIVIERA MWC,11,Excluded from the Assessment,0,0,N,N,N,39.54,14.10%,0.00%
CA2701257,CAL AM WATER COMPANY - GARRAPATA,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2701263,PARTINGTON MWC,1,Y,0,0,N,N,N,67.44,82.40%,No Active Groundwater Wells
CA2701278,RANCHO CHAPARRAL MWC,1,Y,0,0,N,N,N,78.70,97.10%,0.00%
CA2701279,COASTLANDS MWS (POST CREEK),1,Y,0,0,N,N,N,80.74,97.60%,No Active Groundwater Wells
CA2701280,NEPENTHE WS,2,Y,0,0,N,N,N,50.38,38.00%,0.00%
CA2701295,ESALEN INSTITUTE WS,2,Y,0,0,N,N,N,76.21,95.70%,0.00%
CA2701355,PRINCES CAMP RESORT WS,1,Y,0,0,N,N,N,72.13,91.00%,0.00%
CA2701364,PEDRAZZI MWC,1,Y,0,0,N,N,N,69.96,87.70%,50.00%
CA2701367,TIERRA MEADOWS HOA WS,2,Y,0,0,N,N,N,55.22,51.90%,0.00%
CA2701403,PINE ST WS #01,1,Y,0,0,N,N,N,58.80,62.70%,0.00%
CA2701423,ECHO VALLEY RD WS #05,2,Y,0,0,N,N,N,51.75,41.80%,0.00%
CA2701452,MONTEREY DUNES MWA,2,Y,0,0,N,N,N,38.84,12.70%,66.67%
CA2701498,HARBOR VIEW WA,1,Y,0,0,N,N,N,64.95,77.50%,50.00%
CA2701503,MESA DEL TORO MWC,2,Y,0,0,N,N,N,55.48,53.00%,0.00%
CA2701515,MOSS LANDING HARBOR WS,2,Y,0,0,N,N,N,40.30,15.60%,66.67%
CA2701553,POND-DEROSA OAKS WC,1,Y,0,0,N,N,N,62.45,72.20%,50.00%
CA2701570,LOS CARNEROS MWA,1,Y,0,0,N,N,N,78.00,96.60%,50.00%
CA2701589,SUNNY ACRES MWS,1,Y,0,0,N,N,N,66.55,80.60%,0.00%
CA2701633,PARADISE RD WS #21,1,Y,0,0,N,N,N,50.82,39.30%,50.00%
CA2701647,GREEN ACRES WA,1,Y,0,0,N,N,N,58.56,61.80%,50.00%
CA2701658,ARROYO CENTER WC,2,Y,0,0,N,N,N,64.45,76.80%,0.00%
CA2701670,LANGLEY/VALLE PACIFICO WS,1,Y,0,0,N,N,N,48.47,32.40%,0.00%
CA2701676,SAN LUCAS WD,2,Y,0,0,N,N,N,42.40,19.80%,0.00%
CA2701687,VALLEY OAKS MHP WS,1,Y,0,0,N,N,N,75.79,95.40%,0.00%
CA2701701,BRADLEY-LOCKWOOD RD WS,2,Y,0,0,N,N,N,49.70,36.00%,0.00%
CA2701705,TASSAJARA SPRINGS WS,3,Y,0,0,N,N,N,69.18,86.40%,0.00%
CA2701731,BRANDON CREEK MWS,2,Y,0,0,N,N,N,37.74,11.00%,0.00%
CA2701740,BLUFFS WS,1,Y,0,0,N,N,N,48.76,32.90%,0.00%
CA2701742,CALIFORNIA ORCHARD WS,2,Y,0,0,N,N,N,50.30,37.70%,0.00%
CA2701789,HOLLY HILLS MWC,3,N,0,0,N,N,N,23.97,3.30%,0.00%
CA2701800,TULARCITOS MWC,2,Y,0,0,N,N,N,54.12,49.10%,0.00%
CA2701820,CORDA RD WS,1,Y,0,0,N,N,N,55.14,51.70%,50.00%
CA2701822,ROBLEY PROPERTY MWS,2,Y,0,0,N,N,N,54.53,50.20%,0.00%
CA2701882,CAL AM WATER COMPANY - BISHOP,#N/A,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2701888,CACHAGUA MUTUAL WS (#4),2,Y,0,0,N,N,N,53.37,47.00%,0.00%
CA2701897,BERRY DR WS #02,1,Y,0,0,N,N,N,66.29,80.20%,50.00%
CA2701898,CLEAR RIDGE WA,1,Y,0,0,N,N,N,65.14,77.80%,0.00%
CA2701904,SAN JERARDO COOP WS,1,Y,0,0,N,N,N,48.48,32.40%,0.00%
CA2701906,LAKE SAN ANTONIO PARK WS,1,Y,0,0,N,N,N,62.33,71.90%,0.00%
CA2701918,LOMAS DEL SOL MWS,2,Y,0,0,N,N,N,35.24,8.10%,66.67%
CA2701926,MORO RD WS #09,3,Y,0,0,N,N,N,35.25,8.10%,0.00%
CA2701929,COUNTRY MEADOWS MWC,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,33.33%
CA2701935,MOUNT TORO RANCHOS MWA,2,Y,0,0,N,N,N,52.41,44.00%,0.00%
CA2701956,PIONEER PLACE MWS,2,Y,0,0,N,N,N,53.67,47.80%,66.67%
CA2701959,TIERRA VISTA MWC,1,Y,0,0,N,N,N,61.92,70.50%,0.00%
CA2702003,VIERRA MEADOWS MWC,2,Y,0,0,N,N,N,52.98,45.80%,0.00%
CA2702004,CAL AM WATER COMPANY - RALPH LANE,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2702007,VIERRA ESTATES WS,2,Y,0,0,N,N,N,43.21,21.30%,0.00%
CA2702026,APRICOT LN WS,1,Y,0,0,N,N,N,60.65,67.80%,50.00%
CA2702055,VIERRA KNOLLS MWC,1,Y,0,0,N,N,N,71.51,90.20%,50.00%
CA2702073,SAN MIGUEL WS #22,2,Y,0,0,N,N,N,39.99,15.10%,0.00%
CA2702094,BLACKIE RD WS #18,1,Y,0,0,N,N,N,53.66,47.70%,0.00%
CA2702110,DELANY WC,1,Y,0,0,N,N,N,53.77,48.20%,50.00%
CA2702135,FOOTHILL WA,1,Y,0,0,N,N,N,57.88,59.90%,50.00%
CA2702140,WOODSIDE WA,2,Y,0,0,N,N,N,61.17,68.80%,0.00%
CA2702148,ASOLEADO MWC,5,Y,0,0,N,N,N,53.23,46.70%,0.00%
CA2702198,FOOTHILL ESTATES WS,2,Y,0,0,N,N,N,41.62,18.10%,0.00%
CA2702256,NORTH SHORE ESTATES  WS,2,Y,0,0,N,N,N,55.50,53.00%,0.00%
CA2702268,NEW CAMALDOLI HERMITAGE WS,1,Y,0,0,N,N,N,83.38,98.30%,0.00%
CA2702299,POST RANCH INN WS,5,Y,0,0,N,N,N,73.90,94.00%,0.00%
CA2702320,HITCHCOCK RD WS #01,1,Y,0,0,N,N,N,63.04,73.40%,50.00%
CA2702325,FERNWOOD WS,1,Y,0,0,N,N,N,82.37,98.00%,0.00%
CA2702328,VENTANA BIG SUR INN WS,7,Y,0,0,N,N,N,53.43,47.20%,0.00%
CA2702374,COUNTRYSIDE ESTATES MWC,1,Y,0,0,N,N,N,54.98,51.20%,0.00%
CA2702388,ROYAL OAK PLACE WS,2,Y,0,0,N,N,N,45.89,26.40%,0.00%
CA2702405,JENSEN MHP WS,2,Y,0,0,N,N,N,64.93,77.40%,0.00%
CA2702409,EL CAMINO WC INC,1,Y,0,0,N,N,N,55.16,51.70%,0.00%
CA2702439,WOODLAND HEIGHTS MWC,2,Y,0,0,N,N,N,52.98,45.70%,33.33%
CA2702466,SAN VICENTE MWC,3,Y,0,0,N,N,N,49.33,35.00%,0.00%
CA2702520,ARROYO SECO ESTATES MWS,2,Y,0,0,N,N,N,48.83,33.20%,0.00%
CA2702521,SANTA LUCIA PRESERVE WS,35,Excluded from the Assessment,0,0,N,N,N,52.25,43.30%,0.00%
CA2702554,HIDDEN CANYON RANCH MWC,3,Y,0,0,N,N,N,40.35,15.70%,0.00%
CA2702588,CANADA WOODS WC,8,Y,0,0,N,N,N,44.17,23.30%,0.00%
CA2702608,THIMIO MWC,1,Y,0,0,N,N,N,48.33,32.00%,0.00%
CA2702816,MERRILL GARDENS IRIS CANYON WS,5,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2704520,WILLIAMS - RC FARMS WS,2,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710001,ALCO WATER SERVICE,9,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,4,Y,0,0,N,N,N,40.83,16.80%,100.00%
CA2710006,CAL AM WATER COMPANY - AMBLER PARK,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710007,"GONZALES, CITY OF",4,Y,0,0,N,N,N,41.72,18.40%,66.67%
CA2710008,"GREENFIELD, CITY OF",3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710009,CWSC KING CITY,6,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710011,"SOLEDAD, CITY OF",5,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710012,CWSC SALINAS HILLS,8,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,87.50%
CA2710013,CWSC LAS LOMAS,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2710016,LITTLE BEAR WATER COMPANY,3,Y,0,0,N,N,N,45.15,24.70%,0.00%
CA2710017,MARINA COAST WATER DISTRICT,7,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,2,N,0,0,N,N,N,29.36,5.20%,0.00%
CA2710019,CWSC OAK HILLS,3,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,100.00%
CA2710020,PAJARO COMMUNITY SERVICES DISTRICT,2,Y,0,0,N,N,N,44.10,23.10%,100.00%
CA2710021,CAL AM WATER COMPANY - TORO,3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710022,CAL AM WATER COMPANY - HIDDEN HILLS,2,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2710023,TASCO SPRECKELS WATER COMPANY,3,Y,0,0,N,N,N,34.83,7.90%,100.00%
CA2710300,CSP-PFEIFFER BIG SUR,2,Y,0,0,N,N,N,65.95,79.50%,0.00%
CA2710702,FORT HUNTER LIGGETT,3,Y,0,0,N,N,N,49.53,35.40%,0.00%
CA2710850,CORRECTIONAL TRAINING FACILITY - SOLEDAD,3,Y,0,0,N,N,N,48.43,32.20%,0.00%
CA2710851,SALINAS VALLEY STATE PRISON,2,Y,0,0,N,N,N,43.89,22.40%,0.00%
CA2800035,RIVER RANCH FARM WORKER CENTER,1,Y,0,0,N,N,N,59.61,64.70%,0.00%
CA2800039,CALISTOGA FARM WORKER CENTER,1,Y,0,0,N,N,N,60.71,67.80%,0.00%
CA2800040,MONDAVI FARM WORKER CENTER,1,Y,0,0,N,N,N,68.14,84.50%,0.00%
CA2800516,TUCKER ACRES MUTUAL WATER CO.,2,Y,0,0,N,N,N,50.31,37.90%,0.00%
CA2800521,CIRCLE OAKS WATER DISTRICT,2,Y,0,0,N,N,N,29.50,5.30%,0.00%
CA2800525,LA TIERRA HEIGHTS MUTUAL,2,Y,0,0,N,N,N,55.39,52.50%,0.00%
CA2800526,BERRYESSA ESTATES (LBRID),1,Y,0,0,N,N,N,50.13,37.30%,No Active Groundwater Wells
CA2800527,LINDA FALLS TERRACE MUTUAL,1,Y,0,0,N,N,N,65.61,78.80%,0.00%
CA2800528,LINDA VISTA MUTUAL WATER CO,3,N,0,0,N,N,N,37.36,10.60%,0.00%
CA2800530,MEYERS WATER CO.,1,Y,0,0,N,N,N,68.60,85.50%,0.00%
CA2800531,MOORE'S RESORT,1,Y,0,0,N,N,N,60.07,66.20%,0.00%
CA2800532,VAILIMA ESTATES MUTUAL WATER,2,Y,0,0,N,N,N,49.27,34.50%,0.00%
CA2800543,CAPELL VALLEY ESTATES,1,Y,0,0,N,N,N,52.71,44.80%,No Active Groundwater Wells
CA2800593,R RANCH AT THE LAKE,3,Y,0,0,N,N,N,66.80,80.90%,0.00%
CA2800625,ADVENTIST HEALTH - ST. HELENA HOSPITAL,13,Excluded from the Assessment,0,0,N,N,N,66.42,80.30%,0.00%
CA2801016,HESS WINERY,3,Y,0,0,N,N,N,63.46,74.50%,0.00%
CA2801020,ESPINOZA WATER SYSTEM,1,Y,0,0,N,N,N,58.45,61.60%,0.00%
CA2801080,MILTON ROAD WATER COMPANY,1,Y,0,0,N,N,N,61.33,69.10%,0.00%
CA2810001,HOWELL MOUNTAIN MUTUAL WATER COMPANY,3,Y,0,0,N,N,N,39.13,13.30%,0.00%
CA2810002,"CALISTOGA, CITY OF",1,Y,0,0,N,N,N,50.54,38.70%,No Active Groundwater Wells
CA2810003,"NAPA, CITY OF",7,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2810004,"ST. HELENA, CITY OF",4,N,0,0,N,N,N,23.54,3.10%,0.00%
CA2810005,"AMERICAN CANYON, CITY OF",1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA2810007,TOWN OF YOUNTVILLE,3,N,0,0,N,N,N,21.41,2.30%,0.00%
CA2810009,BERRYESSA PINES WATER SYSTEM,1,Y,0,0,N,N,N,61.29,69.00%,No Active Groundwater Wells
CA2810012,PACIFIC UNION COLLEGE,4,Y,0,0,N,N,N,56.63,56.30%,0.00%
CA2810013,BERRYESSA HIGHLANDS,1,Y,0,0,N,N,N,59.63,64.80%,No Active Groundwater Wells
CA2810014,SPANISH FLAT WATER DISTRICT,1,Y,0,0,N,N,N,58.71,62.40%,No Active Groundwater Wells
CA2900502,FLORISTON WATER SYSTEM,1,Y,0,0,N,N,N,70.67,89.10%,0.00%
CA2900511,SHADY LAKE WATER ASSOCIATION,1,Y,0,0,N,N,N,80.77,97.60%,0.00%
CA2900523,WASHINGTON WATER DISTRICT,1,Y,0,0,N,N,N,62.89,73.20%,No Active Groundwater Wells
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,2,Y,0,0,N,N,N,72.21,91.20%,0.00%
CA2900530,ROUGH & READY MOBILEHOME VILLAGE,2,Y,0,0,N,N,N,57.93,60.20%,0.00%
CA2900531,CREEKSIDE VILLAGE,1,Y,0,0,N,N,N,69.21,86.50%,0.00%
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,1,Y,0,0,N,N,N,76.67,95.90%,0.00%
CA2900546,SIERRA FRIENDS CENTER,2,Y,0,0,N,N,N,69.80,87.40%,0.00%
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,1,Y,0,0,N,N,N,80.10,97.50%,0.00%
CA2900562,ANANDA VILLAGE,4,Y,0,0,N,N,N,56.61,56.20%,0.00%
CA2910001,CITY OF GRASS VALLEY,1,Y,0,0,N,N,N,60.72,67.90%,No Active Groundwater Wells
CA2910002,CITY OF NEVADA CITY,1,Y,0,0,N,N,N,59.61,64.70%,No Active Groundwater Wells
CA2910003,"TRUCKEE-DONNER PUD, MAIN",10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",3,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA2910006,NEVADA ID - LOMA RICA,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA2910010,TRUCKEE-DONNER PUD - HIRSCHDALE,1,Y,0,0,N,N,N,54.95,51.10%,0.00%
CA2910011,PLAVADA COMMUNITY ASSOCIATION,3,Y,0,0,N,N,N,58.26,61.00%,0.00%
CA2910013,WASHINGTON RIDGE C.C.,3,Y,0,0,N,N,N,63.78,75.10%,0.00%
CA2910014,NEVADA ID - LAKE OF PINES,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,1,Y,0,0,N,N,N,53.22,46.60%,No Active Groundwater Wells
CA2910023,NEVADA ID - LAKE WILDWOOD,1,Y,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA3000519,HYNES ESTATES MUTUAL WATER CO.,3,N,0,0,N,N,N,21.35,2.30%,0.00%
CA3000585,PAGE AVENUE MUTUAL WATER COMPANY,2,N,0,0,N,N,N,47.22,29.50%,0.00%
CA3000618,LIBERTY PARK WATER ASSOCIATION,1,Y,0,0,N,N,N,67.02,81.50%,0.00%
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,2,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010002,CITY OF BREA,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010003,CITY OF BUENA PARK,13,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010008,EASTSIDE WATER ASSOCIATION,3,N,0,0,N,N,N,62.49,72.40%,0.00%
CA3010017,LAGUNA BEACH COUNTY WD,7,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010018,CITY OF LA HABRA,23,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010023,CITY OF NEWPORT BEACH,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010030,CITY OF SAN JUAN CAPISTRANO,10,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,15,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010036,CITY OF SAN CLEMENTE,21,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010037,YORBA LINDA WATER DISTRICT,21,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010041,CITY OF SEAL BEACH,8,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010042,SOUTH COAST WATER DISTRICT,11,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010046,CITY OF TUSTIN,22,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,7,N,0,0,N,N,N,22.43,2.90%,0.00%
CA3010064,CITY OF WESTMINSTER,16,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010068,EAST ORANGE COUNTY WD - RZ,4,N,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010069,CITY OF FOUNTAIN VALLEY,9,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,0.00%
CA3010079,EL TORO WATER DISTRICT,16,Excluded from the Assessment,0,0,N,N,N,DWR Not Assessed,DWR Not Assessed,No Active Groundwater Wells
CA3010082,SERRANO WATER DISTRICT,5,N,0,0,N,N,N,35.43,8.40%,0.00%
